season,week,matchup,Receiver_Control,Def_Player_Control,desc,gameday,game_id,play_id,qtr,clock_mm,down,ydstogo,yardline_100,posteam,defteam,player_name,position,interception,complete_pass
2023,6,IND @ JAX,0.5134306602307311,0.9986171335787909,"(14:19) (Shotgun) 10-G.Minshew pass short left to 1-J.Downs for 2 yards, TOUCHDOWN.",2023-10-15,2023101506,3367,4,14:19,4,2,2,IND,JAX,Montaric Brown,CB,0,1
2023,14,HOU @ NYJ,0.5817195736799313,0.9985925157930808,(10:57) (Shotgun) 2-Z.Wilson pass short left to 17-G.Wilson pushed ob at NYJ 27 for 16 yards (21-S.Nelson).,2023-12-10,2023121006,248,1,10:57,3,8,89,NYJ,HOU,Steven Nelson,CB,0,1
2023,8,HOU @ CAR,0.5133330727632816,0.9985762565173033,(4:53) 9-B.Young pass incomplete deep left to 17-D.Chark.,2023-10-29,2023102900,1514,2,4:53,1,10,60,CAR,HOU,Steven Nelson,CB,0,0
2023,8,LA @ DAL,0.584388550711317,0.9985336370459285,(12:49) (No Huddle) 9-M.Stafford pass short left to 89-T.Higbee pushed ob at DAL 21 for 3 yards (14-M.Bell).,2023-10-29,2023102901,2459,3,12:49,1,10,24,LA,DAL,Markquese Bell,SAF,0,1
2023,2,SEA @ DET,0.6097698836274654,0.9984794123741649,"(2:18) (No Huddle, Shotgun) 7-G.Smith pass short left to 19-J.Bobo to DET 46 for 3 yards (23-J.Jacobs).",2023-09-17,2023091703,1663,2,2:18,2,9,49,SEA,DET,Jerry Jacobs,CB,0,1
2023,17,ATL @ CHI,0.5865015802258033,0.9984291483139907,(12:05) (Shotgun) 1-J.Fields pass incomplete short left to 13-T.Scott.,2023-12-31,2023123103,2174,3,12:05,3,4,4,CHI,ATL,Clark Phillips III,CB,0,0
2023,2,SEA @ DET,0.5836994565468849,0.9983924505465115,"(:44) (Shotgun) 7-G.Smith pass short left to 26-Z.Charbonnet pushed ob at SEA 41 for 5 yards (44-M.Rodriguez). The Replay Official reviewed the ball was out of bounds ruling, and the play was REVERSED. (Shotgun) 7-G.Smith pass short left to 26-Z.Charbonnet to SEA 41 for 5 yards (44-M.Rodriguez).",2023-09-17,2023091703,1865,2,0:44,1,10,64,SEA,DET,Malcolm Rodriguez,LB,0,1
2023,3,CAR @ SEA,0.6106311856133022,0.9983861148813054,"(1:58) (No Huddle, Shotgun) 14-A.Dalton pass deep left to 19-A.Thielen to SEA 31 for 23 yards (23-A.Burns).",2023-09-24,2023092409,3503,3,1:58,3,3,54,CAR,SEA,Artie Burns,CB,0,1
2023,13,SF @ PHI,0.606558784009207,0.9983779727500808,(10:49) (Shotgun) 1-J.Hurts pass short left to 11-A.Brown to SF 42 for 13 yards (20-A.Thomas).,2023-12-03,2023120309,2317,3,10:49,3,7,55,PHI,SF,Ambry Thomas,CB,0,1
2023,9,TEN @ PIT,0.7369929805855537,0.9983729503249913,"(14:38) (No Huddle, Shotgun) 8-K.Pickett pass short left to 18-D.Johnson ran ob at PIT 41 for 9 yards (26-K.Fulton).",2023-11-02,2023110200,3097,4,14:38,3,3,68,PIT,TEN,Terrell Edmunds,S,0,1
2023,14,JAX @ CLE,0.9232132344277558,0.9983361358387647,(5:26) (Shotgun) 15-J.Flacco pass short left to 2-A.Cooper to CLE 33 for 5 yards (30-M.Brown).,2023-12-10,2023121004,1917,2,5:26,2,7,72,CLE,JAX,Montaric Brown,CB,0,1
2023,4,WAS @ PHI,0.6208220998751119,0.9983055876199679,(6:06) (Shotgun) 14-S.Howell pass short left to 1-J.Dotson ran ob at WAS 35 for 9 yards.,2023-10-01,2023100108,1500,2,6:06,1,10,74,WAS,PHI,James Bradberry,CB,0,1
2023,7,ARI @ SEA,0.7943835140811212,0.9982712479566713,"(1:19) (No Huddle, Shotgun) 9-J.Dobbs pass short left to 14-Mi.Wilson pushed ob at SEA 47 for 11 yards (33-J.Adams; 27-T.Woolen).",2023-10-22,2023102207,4069,4,1:19,3,22,58,ARI,SEA,Jamal Adams,LB,0,1
2023,18,SEA @ ARI,0.6921052894375308,0.9982322873824736,(11:09) (Shotgun) 1-K.Murray pass incomplete deep left to 85-T.McBride.,2024-01-07,2024010712,273,1,11:09,3,15,52,ARI,SEA,Mike Jackson,CB,0,0
2023,13,SEA @ DAL,0.5227895425561586,0.9981833596819972,(7:04) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb pushed ob at SEA 44 for 10 yards (21-D.Witherspoon).,2023-11-30,2023113000,4326,4,7:04,1,10,54,DAL,SEA,Devon Witherspoon,CB,0,1
2023,7,BUF @ NE,0.611402894119416,0.9981527760020674,(6:36) (Shotgun) 17-J.Allen pass short left to 16-T.Sherfield to NE 36 for 5 yards (29-J.Jackson).,2023-10-22,2023102203,3343,4,6:36,1,10,41,BUF,NE,J.C. Jackson,DB,0,1
2023,3,NE @ NYJ,0.526046028602711,0.9981290977647268,(9:59) (Shotgun) 2-Z.Wilson pass short left to 10-A.Lazard pushed ob at NYJ 40 for 12 yards (26-S.Wade).,2023-09-24,2023092407,391,1,9:59,3,7,72,NYJ,NE,Shaun Wade,CB,0,1
2023,13,CLE @ LA,0.5534434484853926,0.9981282709992707,(5:49) (Shotgun) 15-J.Flacco pass incomplete short left to 8-E.Moore (1-D.Kendrick).,2023-12-03,2023120308,1676,2,5:49,2,9,97,CLE,LA,Byron Young,LB,0,0
2023,5,PHI @ LA,0.5510633132150111,0.9981048838766218,(5:55) (Shotgun) 1-J.Hurts pass short left to 89-J.Stoll pushed ob at LA 30 for 4 yards (97-M.Hoecht).,2023-10-08,2023100808,1401,2,5:55,1,10,34,PHI,LA,Michael Hoecht,LB,0,1
2023,14,BUF @ KC,0.5520488903266106,0.998104390877618,"(1:54) (Shotgun) 15-P.Mahomes pass short left to 11-M.Valdes-Scantling ran ob at KC 32 for 7 yards. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands.",2023-12-10,2023121009,4337,4,1:54,1,10,75,KC,BUF,Christian Benford,CB,0,1
2023,16,CIN @ PIT,0.6026835174532015,0.9980551636731995,(1:02) (Shotgun) 2-M.Rudolph pass short left to 30-J.Warren pushed ob at CIN 30 for 5 yards (57-G.Pratt).,2023-12-23,2023122300,1919,2,1:02,1,10,35,PIT,CIN,Germaine Pratt,LB,0,1
2023,18,BUF @ MIA,0.5485156020258143,0.9980538526796181,(6:14) 17-J.Allen pass incomplete short left to 88-D.Knox (4-K.Kohou).,2024-01-07,2024010713,436,1,6:14,2,5,5,BUF,MIA,Kader Kohou,CB,0,0
2023,18,JAX @ TEN,0.5489633906563971,0.9980425958365812,"(1:34) (No Huddle, Shotgun) 16-T.Lawrence pass short left to 7-Z.Jones to TEN 47 for 8 yards (0-S.Murphy-Bunting).",2024-01-07,2024010702,1942,2,1:34,1,10,55,JAX,TEN,K'Von Wallace,SAF,0,1
2023,18,JAX @ TEN,0.5489633906563971,0.9979851231548922,"(1:34) (No Huddle, Shotgun) 16-T.Lawrence pass short left to 7-Z.Jones to TEN 47 for 8 yards (0-S.Murphy-Bunting).",2024-01-07,2024010702,1942,2,1:34,1,10,55,JAX,TEN,Sean Murphy-Bunting,CB,0,1
2023,17,CAR @ JAX,0.5742737779557435,0.9979675193487572,(14:23) (Shotgun) 9-B.Young pass short left to 6-M.Sanders to JAX 48 for 7 yards (37-T.Herndon).,2023-12-31,2023123106,2773,4,14:23,4,2,55,CAR,JAX,Tre Herndon,CB,0,1
2023,16,NYG @ PHI,0.6630240327683058,0.9979576599927071,(4:22) (Shotgun) 15-T.DeVito pass short left to 82-D.Bellinger to PHI 28 for 2 yards (22-K.Ringo).,2023-12-25,2023122501,1863,2,4:22,1,10,30,NYG,PHI,Kelee Ringo,CB,0,1
2023,4,SEA @ NYG,0.8017021390420153,0.9979445915756704,"(2:39) (Shotgun) 7-G.Smith pass short left to 13-C.Thompson pushed ob at SEA 34 for 10 yards (29-X.McKinney, 25-D.Banks).",2023-10-02,2023100200,779,1,2:39,2,18,76,SEA,NYG,Xavier McKinney,SAF,0,1
2023,7,WAS @ NYG,0.5458095438009573,0.9979348311558394,(7:46) (Shotgun) 14-S.Howell pass incomplete deep left to 17-T.McLaurin.,2023-10-22,2023102204,4017,4,7:46,1,10,92,WAS,NYG,Deonte Banks,CB,0,0
2023,13,CIN @ JAX,0.6050353661838774,0.9979344629373085,(7:06) (Shotgun) 16-T.Lawrence pass deep left to 11-P.Washington to CIN 15 for 18 yards (20-D.Turner).,2023-12-04,2023120400,2380,3,7:06,2,13,33,JAX,CIN,DJ Turner II,CB,0,1
2023,16,WAS @ NYJ,0.6472332064024443,0.997832674363403,(13:42) 14-T.Siemian pass short left to 82-X.Gipson to WAS 7 for 1 yard (25-B.St-Juste).,2023-12-24,2023122406,161,1,13:42,2,8,8,NYJ,WAS,Benjamin St-Juste,CB,0,1
2023,4,SEA @ NYG,0.8115252307625394,0.9977871651399031,"(9:06) (No Huddle, Shotgun) 8-D.Jones pass short left to 86-D.Slayton pushed ob at NYG 44 for 11 yards (20-J.Love).",2023-10-02,2023100200,3685,4,9:06,1,10,67,NYG,SEA,Riq Woolen,CB,0,1
2023,4,ARI @ SF,0.7496747557648167,0.9977180706282773,"(5:48) (Shotgun) 9-J.Dobbs pass short left to 14-Mi.Wilson to ARI 36 for 4 yards (2-D.Lenoir, 29-T.Hufanga).",2023-10-01,2023100112,667,1,5:48,2,12,68,ARI,SF,Deommodore Lenoir,CB,0,1
2023,17,ARI @ PHI,0.6394851430951095,0.9977022809457236,"(14:35) (No Huddle, Shotgun) 1-J.Hurts pass short left to 88-D.Goedert to ARI 25 for 6 yards (52-V.Dimukeje).",2023-12-31,2023123108,2828,4,14:35,2,5,31,PHI,ARI,Victor Dimukeje,LB,0,1
2023,9,NYG @ LV,0.7169025336956144,0.9976938288933189,(14:51) (Shotgun) 8-D.Jones pass incomplete short left to 17-W.Robinson.,2023-11-05,2023110509,85,1,14:51,2,10,80,NYG,LV,Marcus Epps,SAF,0,0
2023,1,LA @ SEA,0.5079389416794424,0.9976319778999471,"(10:05) (No Huddle, Shotgun) 7-G.Smith pass incomplete deep left to 16-T.Lockett (1-D.Kendrick).",2023-09-10,2023091012,327,1,10:05,3,16,18,SEA,LA,Derion Kendrick,CB,0,0
2023,8,NYJ @ NYG,0.5952825612679722,0.9974893365797894,"(7:26) (Shotgun) 2-Z.Wilson pass short left to 17-G.Wilson to 50 for 11 yards (25-D.Banks). Penalty on NYG-25-D.Banks, Defensive Pass Interference, declined.",2023-10-29,2023102905,4720,5,7:26,3,10,61,NYJ,NYG,Deonte Banks,CB,0,1
2023,10,NYG @ DAL,0.5150849195673978,0.9974248704283688,(9:40) 15-T.DeVito pass short left to 17-W.Robinson pushed ob at DAL 22 for no gain (1-J.Kearse).,2023-11-12,2023111209,3373,4,9:40,2,15,22,NYG,DAL,Damone Clark,LB,0,1
2023,15,CHI @ CLE,0.6435795373538771,0.9973722720379375,(2:00) (Shotgun) 15-J.Flacco pass short left to 2-A.Cooper to CLE 44 for 5 yards (32-T.Smith).,2023-12-17,2023121710,2001,2,2:00,1,10,61,CLE,CHI,Jaquan Brisker,SAF,0,1
2023,15,HOU @ TEN,0.714535540204788,0.9973210557011732,(15:00) 18-C.Keenum pass short left to 85-N.Brown to HOU 31 for 6 yards (21-R.McCreary).,2023-12-17,2023121703,55,1,15:00,1,10,75,HOU,TEN,Roger McCreary,CB,0,1
2023,8,KC @ DEN,0.6668078040465135,0.9972696891625158,(11:19) (Shotgun) 15-P.Mahomes pass short left to 19-K.Toney ran ob at KC 34 for 4 yards.,2023-10-29,2023102911,1265,2,11:19,2,5,70,KC,DEN,Alex Singleton,LB,0,1
2023,6,NO @ HOU,0.6163705089113792,0.9972473359308848,(15:00) (Shotgun) 7-T.Hill pass short left to 13-M.Thomas to HOU 41 for 4 yards (29-M.Stewart).,2023-10-15,2023101505,3129,4,15:00,2,5,45,NO,HOU,M.J. Stewart,SAF,0,1
2023,17,CAR @ JAX,0.6092182613106146,0.9972456049350428,(1:42) (Shotgun) 9-B.Young pass short left to 19-A.Thielen pushed ob at CAR 43 for 6 yards (32-Ty.Campbell).,2023-12-31,2023123106,2647,3,1:42,1,10,63,CAR,JAX,Devin Lloyd,LB,0,1
2023,13,SF @ PHI,0.8103352475051037,0.9970392127383526,"(7:01) (No Huddle, Shotgun) 1-J.Hurts pass short left to 11-A.Brown to SF 13 for 7 yards (20-A.Thomas).",2023-12-03,2023120309,3477,4,7:01,1,10,20,PHI,SF,Deommodore Lenoir,CB,0,1
2023,11,CHI @ DET,0.6151338863631288,0.997031116283923,(8:05) (Shotgun) 1-J.Fields pass short left to 24-K.Herbert to DET 40 for 1 yard (34-A.Anzalone).,2023-11-19,2023111902,2482,3,8:05,2,12,41,CHI,DET,Alex Anzalone,MLB,0,1
2023,6,NE @ LV,0.8149256842693225,0.9970304441920987,(2:17) 10-J.Garoppolo pass short left to 17-D.Adams to NE 45 for 8 yards (31-Jo.Jones).,2023-10-15,2023101509,1826,2,2:17,1,10,53,LV,NE,Jonathan Jones,CB,0,1
2023,7,LAC @ KC,0.7057890749884871,0.9969980084327471,(5:56) (Shotgun) 15-P.Mahomes pass incomplete short left to 11-M.Valdes-Scantling.,2023-10-22,2023102209,1556,2,5:56,2,12,61,KC,LAC,Asante Samuel Jr.,CB,0,0
2023,5,CAR @ DET,0.5729751183323485,0.99699539400213,(4:30) 9-B.Young pass short left to 30-C.Hubbard to DET 25 for no gain (55-D.Barnes).,2023-10-08,2023100802,3841,4,4:30,1,10,25,CAR,DET,Derrick Barnes,LB,0,1
2023,11,ARI @ HOU,0.5352567734109027,0.9969926362468001,(9:59) (Shotgun) 7-C.Stroud pass short left to 22-M.Boone to ARI 30 for 5 yards (20-Ma.Wilson).,2023-11-19,2023111904,2274,3,9:59,3,11,35,HOU,ARI,Marco Wilson,CB,0,1
2023,8,KC @ DEN,0.6668078040465135,0.9969656143682152,(11:19) (Shotgun) 15-P.Mahomes pass short left to 19-K.Toney ran ob at KC 34 for 4 yards.,2023-10-29,2023102911,1265,2,11:19,2,5,70,KC,DEN,Ronnie Perkins,LB,0,1
2023,18,MIN @ DET,0.5497311442710476,0.9969436462746711,(1:47) (Shotgun) 12-N.Mullens pass short left to 86-J.Mundt to DET 47 for 2 yards (34-A.Anzalone).,2024-01-07,2024010703,2973,3,1:47,2,12,49,MIN,DET,Alex Anzalone,MLB,0,1
2023,12,PIT @ CIN,0.5440393665427271,0.9969435065604475,(10:31) (Shotgun) 8-K.Pickett pass short left to 14-G.Pickens to PIT 34 for 5 yards (20-D.Turner).,2023-11-26,2023112601,280,1,10:31,1,10,71,PIT,CIN,DJ Turner II,CB,0,1
2023,13,MIA @ WAS,0.5293929245309728,0.9969300161131934,(6:53) (Shotgun) 14-S.Howell pass short left to 1-J.Dotson ran ob at MIA 20 for 11 yards.,2023-12-03,2023120306,2534,3,6:53,3,4,31,WAS,MIA,Jalen Ramsey,CB,0,1
2023,4,PIT @ HOU,0.5956069481052515,0.9969185646045812,(7:17) (Shotgun) 8-K.Pickett pass short left to 22-N.Harris to HOU 8 for 32 yards (48-C.Harris). PIT-88-P.Freiermuth was injured during the play. He is Out.,2023-10-01,2023100105,2664,3,7:17,3,4,40,PIT,HOU,Henry To'oTo'o,LB,0,1
2023,13,DET @ NO,0.8321312568732957,0.9969108929079514,(11:34) (Shotgun) 4-D.Carr pass short left to 7-T.Hill to DET 35 for -3 yards (55-D.Barnes).,2023-12-03,2023120301,2467,3,11:34,2,9,32,NO,DET,Derrick Barnes,LB,0,1
2023,1,BUF @ NYJ,0.5190519395677964,0.9969086416239358,"(2:58) (Shotgun) 2-Z.Wilson pass short left to 33-D.Cook to NYJ 21 for 4 yards (23-M.Hyde, 58-M.Milano).",2023-09-11,2023091100,779,1,2:58,2,15,83,NYJ,BUF,Matt Milano,OLB,0,1
2023,9,TB @ HOU,0.542538713386023,0.9968907469067679,"(10:39) 7-C.Stroud pass deep left to 85-N.Brown pushed ob at TB 5 for 31 yards (31-A.Winfield). Penalty on TB-24-C.Davis, Defensive Holding, declined.",2023-11-05,2023110505,3492,4,10:39,1,10,36,HOU,TB,Carlton Davis III,CB,0,1
2023,5,NYJ @ DEN,0.7222084963378166,0.9968781925896995,(11:40) (Shotgun) 3-R.Wilson pass short left to 10-J.Jeudy to DEN 21 for 2 yards (56-Qu.Williams).,2023-10-08,2023100809,3216,4,11:40,2,16,81,DEN,NYJ,Quincy Williams,LB,0,1
2023,9,CHI @ NO,0.9684682084704003,0.996854713964326,(12:27) (Shotgun) 4-D.Carr pass short left to 7-T.Hill to CHI 37 for no gain (33-J.Johnson).,2023-11-05,2023110507,2237,3,12:27,2,8,37,NO,CHI,Jaylon Johnson,CB,0,1
2023,3,PIT @ LV,0.5811451960542106,0.9968499354765507,(7:04) 8-K.Pickett pass short left to 14-G.Pickens ran ob at PIT 36 for 13 yards.,2023-09-24,2023092412,1604,2,7:04,1,10,77,PIT,LV,Nate Hobbs,CB,0,1
2023,14,DET @ CHI,0.7060707699356182,0.9968040562188138,"(1:42) (Shotgun) 1-J.Fields pass deep left to 2-D.Moore for 38 yards, TOUCHDOWN. Penalty on DET-97-A.Hutchinson, Defensive Offside, declined.",2023-12-10,2023121002,3021,3,1:42,4,13,38,CHI,DET,Jerry Jacobs,CB,0,1
2023,12,WAS @ DAL,0.5289663303562896,0.9967853218926008,"(1:01) (No Huddle, Shotgun) 4-D.Prescott pass deep left to 18-J.Tolbert to WAS 7 for 31 yards (35-P.Butler).",2023-11-23,2023112301,2026,2,1:01,1,10,38,DAL,WAS,Percy Butler,SAF,0,1
2023,5,PHI @ LA,0.6500682625083727,0.9967832901843711,(12:29) (Shotgun) 9-M.Stafford pass short left to 5-T.Atwell to LA 31 for 6 yards (24-J.Bradberry).,2023-10-08,2023100808,3173,4,12:29,1,10,75,LA,PHI,James Bradberry,CB,0,1
2023,13,DET @ NO,0.574035734247693,0.996722468828814,(6:39) (Shotgun) 4-D.Carr pass short left to 12-C.Olave pushed ob at NO 17 for 4 yards (23-J.Jacobs).,2023-12-03,2023120301,1790,2,6:39,2,7,87,NO,DET,Jerry Jacobs,CB,0,1
2023,12,JAX @ HOU,0.5177617189254232,0.996665800607273,(6:41) (Shotgun) 16-T.Lawrence pass incomplete short left to 17-E.Engram.,2023-11-26,2023112602,412,1,6:41,2,11,30,JAX,HOU,Christian Harris,LB,0,0
2023,14,JAX @ CLE,0.9232132344277558,0.9966599431583172,(5:26) (Shotgun) 15-J.Flacco pass short left to 2-A.Cooper to CLE 33 for 5 yards (30-M.Brown).,2023-12-10,2023121004,1917,2,5:26,2,7,72,CLE,JAX,Rayshawn Jenkins,SAF,0,1
2023,2,NYG @ ARI,0.5945806368835208,0.9966582827871221,(2:00) (Shotgun) 9-J.Dobbs pass short left to 2-M.Brown to NYG 24 for 6 yards (25-D.Banks).,2023-09-17,2023091708,1864,2,2:00,2,17,30,ARI,NYG,Deonte Banks,CB,0,1
2023,1,SF @ PIT,0.5528137609654107,0.9966497176715529,"(12:22) (No Huddle, Shotgun) 8-K.Pickett pass short left to 11-A.Robinson to PIT 25 for 12 yards (26-I.Oliver; 2-D.Lenoir).",2023-09-10,2023091006,3754,4,12:22,2,1,87,PIT,SF,Isaiah Oliver,SAF,0,1
2023,2,SEA @ DET,0.7107272732384537,0.9965598769949672,"(3:00) (No Huddle, Shotgun) 16-J.Goff pass short left to 5-D.Montgomery to DET 37 for 7 yards (56-J.Brooks).",2023-09-17,2023091703,2960,3,3:00,2,5,70,DET,SEA,Jordyn Brooks,LB,0,1
2023,7,ARI @ SEA,0.7943835140811212,0.9965521725265954,"(1:19) (No Huddle, Shotgun) 9-J.Dobbs pass short left to 14-Mi.Wilson pushed ob at SEA 47 for 11 yards (33-J.Adams; 27-T.Woolen).",2023-10-22,2023102207,4069,4,1:19,3,22,58,ARI,SEA,Riq Woolen,CB,0,1
2023,11,DAL @ CAR,0.5657636416049652,0.9965314454693163,(8:19) (Shotgun) 4-D.Prescott pass short left to 20-T.Pollard to DAL 29 for 12 yards (0-B.Burns).,2023-11-19,2023111900,417,1,8:19,1,10,83,DAL,CAR,Frankie Luvu,LB,0,1
2023,18,NYJ @ NE,0.8947847373384292,0.9965257945957485,"(7:21) (Shotgun) 4-B.Zappe pass short left to 86-P.Brown to NE 23 for no gain (4-D.Reed, 44-J.Sherwood).",2024-01-07,2024010704,3374,4,7:21,2,10,77,NE,NYJ,D.J. Reed,CB,0,1
2023,4,DET @ GB,0.7287158404926768,0.9965210176854754,(3:34) (Shotgun) 16-J.Goff pass short left to 26-J.Gibbs pushed ob at DET 23 for 4 yards (7-Q.Walker).,2023-09-28,2023092800,2889,3,3:34,3,2,81,DET,GB,Quay Walker,LB,0,1
2023,1,LA @ SEA,0.705723854491452,0.9964637200225033,"(1:42) (No Huddle, Shotgun) 7-G.Smith pass short left to 31-D.Dallas pushed ob at LA 25 for 14 yards (1-D.Kendrick).",2023-09-10,2023091012,1831,2,1:42,1,10,39,SEA,LA,Michael Hoecht,LB,0,1
2023,10,WAS @ SEA,0.6883975360787505,0.9963920807726168,(11:13) (Shotgun) 7-G.Smith pass short left to 16-T.Lockett to WAS 46 for 13 yards (29-K.Fuller).,2023-11-12,2023111210,1271,2,11:13,2,10,59,SEA,WAS,Kendall Fuller,CB,0,1
2023,6,BAL @ TEN,0.6942435656740525,0.9963720140224335,(4:18) 8-L.Jackson pass short left to 42-P.Ricard to TEN 10 for 3 yards (2-A.Al-Shaair).,2023-10-15,2023101500,1536,2,4:18,1,10,13,BAL,TEN,Azeez Al-Shaair,LB,0,1
2023,13,MIA @ WAS,0.6559926725810485,0.9963139473633136,(11:50) (Shotgun) 14-S.Howell pass short left to 4-C.Samuel to MIA 45 for 2 yards (29-B.Jones).,2023-12-03,2023120306,261,1,11:50,2,10,47,WAS,MIA,Brandon Jones,SAF,0,1
2023,13,SEA @ DAL,0.6756824338561803,0.9963052714907562,(5:20) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb pushed ob at SEA 15 for 6 yards (27-T.Woolen).,2023-11-30,2023113000,4433,4,5:20,3,3,21,DAL,SEA,Riq Woolen,CB,0,1
2023,17,GB @ MIN,0.5030655983692118,0.9962328965023999,(8:20) 10-J.Love pass short left to 11-J.Reed ran ob at MIN 46 for 15 yards.,2023-12-31,2023123114,1382,2,8:20,2,4,61,GB,MIN,Akayleb Evans,CB,0,1
2023,8,NE @ MIA,0.7259344490374048,0.9962041436511986,(2:18) (Shotgun) 1-T.Tagovailoa pass short left to 30-A.Ingold to MIA 43 for 5 yards (8-J.Bentley).,2023-10-29,2023102904,764,1,2:18,1,10,62,MIA,NE,Ja'Whaun Bentley,LB,0,1
2023,17,LV @ IND,0.5520338708598113,0.9961496215524144,(12:54) (Shotgun) 10-G.Minshew pass short left to 11-M.Pittman to IND 23 for 6 yards (21-A.Robertson).,2023-12-31,2023123105,1182,2,12:54,1,20,83,IND,LV,Amik Robertson,CB,0,1
2023,5,CHI @ WAS,0.5243866775714993,0.9960859418485161,(14:16) (Shotgun) 1-J.Fields pass deep left to 2-D.Moore pushed ob at WAS 16 for 58 yards (22-D.Forrest).,2023-10-05,2023100500,101,1,14:16,3,9,74,CHI,WAS,Darrick Forrest,SAF,0,1
2023,5,KC @ MIN,0.9405627224261578,0.9960787619743668,(13:44) (Shotgun) 15-P.Mahomes pass short left to 87-T.Kelce to MIN 20 for 4 yards (22-H.Smith) [40-I.Pace].,2023-10-08,2023100810,985,2,13:44,2,9,24,KC,MIN,Harrison Smith,FS,0,1
2023,12,NO @ ATL,0.5250885230435333,0.9960571736057913,"(12:08) 4-D.Carr pass deep left to 12-C.Olave to ATL 33 for 51 yards (37-D.Hellams). Penalty on ATL-1-J.Okudah, Illegal Contact, declined.",2023-11-26,2023112600,279,1,12:08,1,10,84,NO,ATL,Jeff Okudah,CB,0,1
2023,18,MIN @ DET,0.9134142683141356,0.995981902082908,(4:54) (Shotgun) 16-J.Goff pass short left to 87-S.LaPorta to MIN 46 for 8 yards (23-A.Booth) [95-K.Tonga].,2024-01-07,2024010703,654,1,4:54,1,10,54,DET,MIN,Josh Metellus,SAF,0,1
2023,15,TB @ GB,0.5140102079734572,0.9959647230856864,(8:02) (Shotgun) 10-J.Love pass incomplete deep left to 89-B.Sims [0-Y.Diaby].,2023-12-17,2023121700,2359,3,8:02,2,8,46,GB,TB,Kaevon Merriweather,SAF,0,0
2023,6,NE @ LV,0.6920606391426775,0.9959101793851441,(4:46) (Shotgun) 7-B.Hoyer pass short left to 11-T.Tucker to NE 12 for 9 yards (26-S.Wade).,2023-10-15,2023101509,2672,3,4:46,2,20,21,LV,NE,Shaun Wade,CB,0,1
2023,16,JAX @ TB,0.7263064844312934,0.9958144941105288,(3:25) (Shotgun) 16-T.Lawrence pass short left to 0-C.Ridley to JAX 49 for 9 yards (35-J.Dean).,2023-12-24,2023122408,2774,3,3:25,1,10,60,JAX,TB,Jamel Dean,CB,0,1
